"cod_master","jan_prod","fev_prod","mar_prod","abr_prod","mai_prod","jun_prod","jul_prod"
"10538",1321.04,3714.27,3240.56,376.37,550.57,1423.24,1112.80
"7301",7623.70,394.11,868.21,,,,
"11634",37241.24,15109.23,25480.46,11577.11,33224.82,6578.44,4059.83
"0451",286.74,1253.71,,,,,8210.81
"12172",,,,9216.95,6596.62,3606.20,7450.63
"12375",,,,,,,138.15
"11745",520.69,116.43,,,,,
"7891",54.57,,1435.26,730.71,2389.68,313.50,1715.62
"11197",19763.52,10373.78,20746.58,8537.87,6833.62,12451.82,15864.19
"12458",,,,,,,959.26
"11765",363010.02,294897.80,596680.53,324805.66,354457.60,307791.98,571378.31
"0547",3743.94,910.89,1391.13,13557.69,1514.86,1229.44,910.76
"0473",6796.41,1664.85,497.90,265.10,709.97,2998.16,1213.12
"11173",39338.45,16287.61,10783.64,8374.86,14948.67,16140.92,12414.26
"12432",,,,,,,12528.87
"12246",,,,,7747.11,7599.29,9594.99
"12068",,5933.84,11095.83,3166.22,2104.64,3606.14,1820.37
"10167",685271.91,419865.48,611684.84,258846.75,226336.64,212945.14,462557.41
"10134",46712.28,8582.28,31008.39,24074.84,31694.96,29365.80,61164.32
"10738",,,,8073.81,12019.67,418.91,7672.52
"10753",278.60,530.71,1085.26,169.23,,,
"0111",5802.42,6505.91,5956.33,5668.65,3458.76,5048.10,9291.90
"12234",,,,1089.79,1462.99,467.74,571.88
"12025",,7283.36,46318.91,44551.10,40378.52,32854.29,38391.34
"11091",318069.89,200121.42,348551.70,223120.07,235004.55,233185.32,277242.99
"10723",43170.71,18353.65,29063.01,17440.29,19899.50,9957.24,22467.97
"11792",936.44,,157.29,,,,
"12126",,,,1168.59,188.39,,179.64
"0681",3628.39,741.80,14147.11,3668.29,1224.51,31806.56,5609.23
"12322",,,,,,6171.78,21186.49
"12041",,1577.82,3187.95,3157.71,4081.22,2001.01,1768.09
"11272",3983.31,4523.60,1425.13,1300.50,1868.58,2895.38,1143.21
"10492",4595.56,701.53,3644.28,2272.42,3579.45,3085.60,2900.66
"10091",3285.91,3431.00,278.88,15306.00,12948.65,7995.17,340.66
"10929",176120.24,96359.35,144314.07,122402.82,116210.40,217888.84,218796.14
"7760.02",10004.00,,4047.47,1797.83,752.39,3187.50,
"7571",1053.74,,,,,,
"11347",1053.17,797.49,2941.35,8041.62,4066.50,403.30,1795.17
"10917",48140.06,28951.36,48516.46,36680.29,47364.98,30491.96,35340.02
"10484",26613.56,20825.07,37122.32,33681.72,25436.33,20696.71,40738.75
"10834",14425.67,12204.63,25052.15,20135.00,27277.96,21393.13,32327.57
"0353",9905.33,4444.81,5029.70,4591.68,10003.18,9595.82,19990.81
"10586",15895.27,2175.45,6142.16,1922.09,2286.48,891.71,1841.25
"0562",17206.60,20563.73,11506.93,3990.10,6444.13,12773.38,9439.50
"0763",855.66,2898.66,995.10,1464.70,1357.58,570.82,1059.11
"10765",572341.38,359409.34,498850.58,204986.01,249324.59,180561.23,217421.38
"0301",,,,,,,117.71
"10713",1112.15,868.98,1358.66,1731.80,327.37,781.70,803.96
"11211",3515.91,996.75,6062.49,2349.90,2085.38,2559.57,2383.06
"11679",30926.57,18535.49,38928.14,47910.66,35215.24,20334.02,30240.27
"7663",118472.02,81209.15,131311.35,88010.83,150076.51,61908.16,113398.65
"11198",6654.87,3186.40,5556.19,5450.88,2495.89,2296.23,5222.59
"12339",,,,,,11464.65,20077.59
"11346",19042.26,13570.12,47282.01,16381.65,20202.07,13293.35,23367.40
"12405",,,,,,,489.50
"11200",4152.18,764.59,3120.46,2259.17,278.30,560.85,1821.81
"0779",4938.98,1046.39,4385.45,2183.10,1746.61,6271.90,4450.79
"10648",306638.70,160204.80,270826.80,227361.57,174085.99,176654.83,274044.29
"12323",,,,,,1697.21,11635.92
"7166",1504.23,257.64,,,,,
"7528",1210.56,679.41,527.39,1275.68,402.67,2478.63,449.77
"11808",6261.50,1494.47,,308.01,12238.77,2206.43,4923.85
"8205",843.19,4517.06,3442.31,1545.19,662.09,357.79,6290.72
"8016",249985.97,140703.71,281862.98,228305.09,257707.87,199469.36,266682.05
"12011",,,3733.32,,,142.53,
"7968",,,1466.49,7320.17,16978.98,13510.58,6185.97
"11459",855.43,1326.88,696.50,537.44,204.08,2219.02,1229.77
"10188",10642.20,4503.19,6074.64,3057.69,4114.04,6073.68,5003.59
"12016",,299.66,2870.58,7872.67,3220.79,467.07,361.71
"12421",,,,,,,837.73
"11956",,,,,7037.89,5144.13,2666.47
"11260",,,,671.59,776.05,1180.59,264.87
"12102",,,30317.49,39817.24,21922.15,15184.00,9957.19
"10942",118933.58,39831.66,117882.99,145640.44,247699.55,100272.97,285595.16
"11948",,39555.06,82598.20,92331.58,43074.97,46744.70,74187.59
"1026",5021.51,2175.97,2328.09,546.91,3775.84,916.71,3910.20
"11906",133.37,623.85,871.83,754.34,289.26,176.03,105.97
"11716",18444.94,5583.25,8754.74,19506.85,3315.71,2753.64,19568.55
"10037",881847.71,74290.87,52220.97,27374.39,24228.64,9098.63,65697.12
"0620",48650.48,51362.44,46298.17,63121.61,38280.97,44911.08,69279.67
"7692",1504.10,3393.00,398.52,1232.56,,340.97,
"11992",4540.79,34232.33,28554.81,40859.82,94932.48,151851.66,146746.00
"11864",321808.27,311121.69,1349104.01,1149595.81,1144861.33,1024626.08,1658557.49
"11985",,9542.71,8312.78,10079.83,3662.75,10595.94,3717.67
"7813",1171.01,5341.09,2291.36,9340.65,5508.41,5680.96,3060.45
"7387",9223.79,378.10,4632.60,2056.43,700.30,3907.90,560.91
"11328",404.73,242.13,,,,158.65,
"7718",2794144.59,2597573.12,4593201.39,4386104.83,4548209.74,3441919.91,6912474.04
"11322",65260.30,34440.98,52326.88,47923.28,43922.89,20625.47,60275.55
"10396",22656.17,2887.29,4684.82,2592.00,5524.83,7146.39,22756.76
"11193",7503.26,2536.76,17271.04,10034.73,4558.63,4144.40,8317.47
"11047",,296.14,808.36,,230.23,198.49,412.55
"12020",,109.78,,,,,
"11113",6528.58,1626.99,7709.26,10669.54,9827.00,94.46,853.63
"12403",,,,,,,17344.73
"10803",69988.31,56964.47,84443.38,93369.25,79421.69,71321.81,83871.06
"10243",216.71,146.16,148.90,,,,537.81
"11353",894.27,79.84,143.87,61.42,1945.12,85.87,188.41
"7623",1596.19,324.91,678.90,550.81,667.73,411.87,520.48
"12446",,,,,,,5946.00
"11705",74677.37,49185.62,49073.70,45937.82,50291.31,87523.74,67473.07
"8061",35767.94,47386.45,58351.81,92083.43,47917.92,51147.35,22174.52
"11747",356527.67,210767.09,341335.59,239605.03,226882.73,219569.96,335738.83
"12258",,,,,6052.22,9512.11,25211.80
"0943",,,,,,8123.54,10935.40
"0750",653.70,298.83,765.36,5771.72,993.29,612.12,1422.98
"12206",,,,3502.53,5785.40,8024.01,5942.61
"11297",1528.28,163.41,1856.47,81.00,18547.76,668.05,2212.04
"11874",3683.66,1974.12,9207.98,869.49,,570.59,2583.35
"7641",21775.59,16910.79,9300.90,5676.33,8072.91,9402.20,15848.81
"12023",,336.74,463.67,828.95,465.44,451.31,531.54
"7963",7192.00,4891.75,1420.94,1026.91,960.45,1451.88,1730.76
"12139",,,,,12829.33,37619.34,41321.71
"12241",,,,14126.03,27944.75,13177.05,17818.17
"8349 ",4458.06,653.00,3846.03,1215.43,4914.35,1985.57,2344.49
"11191",19274.17,11834.86,18041.58,11254.63,8262.46,5842.76,15755.82
"10403",,,8482.08,4981.58,1174.02,12457.56,1849.18
"7545",6623.81,12627.68,16176.64,8160.48,11817.63,14117.65,5475.03
"10371",8365.06,4962.51,2144.39,7867.32,6139.05,16391.46,7373.96
"11586",4195.89,2561.11,2518.57,1686.33,2636.79,6235.02,3173.89
"12226",,,,555.26,15653.70,11433.93,6015.14
"11080",19549.70,2440.80,8551.45,1737.22,4189.97,1657.93,3715.88
"10748",8324.65,2345.78,1588.31,2845.30,167.03,1853.33,220.35
"0967",32212.59,14384.98,54162.76,20336.62,15931.63,23650.85,27676.74
"7134",4958.88,3849.47,4524.11,1550.60,489.27,2118.10,370.24
"1037",29308.11,16713.37,39469.66,17617.71,9283.73,22014.42,24293.34
"12155",,,6028.51,14599.82,7242.17,2752.15,7755.24
"12431",,,,,,,507.60
"8184",5600.24,1443.95,3710.89,7034.88,91.82,7785.70,746.61
"11993",176.49,2763.51,3678.97,3218.24,1293.73,821.97,798.76
"11249",23316.66,12554.75,19507.14,13749.40,15929.56,9629.72,14681.12
"11980",2173.20,1474.09,20173.68,899.24,445.66,2815.06,2656.75
"7794",243.93,,,,,1004.31,139.78
"12440",,,,,,,6134.83
"11879",12504.00,10717.81,46758.27,20813.99,18747.04,15489.68,12220.11
"8347",1385.36,805.57,24069.45,855.98,883.52,432.77,958.40
"10140",3346.92,7560.54,6681.45,10742.55,15388.65,5757.27,1863.23
"11061",2857.11,,8724.94,12231.63,2086.70,2361.93,261.97
"10375",577054.43,304275.42,512518.29,414394.31,454357.83,457055.38,590922.52
"11898",54.92,,643.54,914.18,,599.31,
"10263",32181.27,13652.40,43532.94,27092.67,40415.23,27180.26,43543.29
"8316",113422.59,37163.94,66297.04,63828.92,44490.32,46461.38,53962.72
"12277",,,,,664.15,1114.54,3869.34
"0545",27346.56,30855.13,55958.29,37676.61,26958.76,24562.97,29979.01
"7569",2417.14,11559.12,7525.19,12355.41,4631.28,6813.50,31174.14
"0122",33846.85,15831.27,23348.05,40928.18,27301.53,26345.95,16770.46
"0049",14223.42,9133.42,15082.25,12094.44,15828.06,1720.39,4579.31
"10517",29258.26,31094.93,68875.66,85411.68,46088.68,40465.52,57818.97
"0152",,1641.38,755.19,942.31,1958.18,7672.39,11428.18
"11022",7338.22,13921.38,31800.79,22549.18,15757.13,16176.56,30021.28
"10711",448.04,603.49,224.68,469.07,,611.47,
"12334",,,,,,12743.02,16978.78
"11542",8757.88,20144.08,12485.41,5173.56,9957.46,9490.75,11681.80
"8130",22904.60,3984.57,16729.78,8914.51,12559.91,5484.97,8476.13
"12370",,,,,,,318.84
"0915",1432.90,380.81,19717.06,,550.06,483.62,900.86
"8218",25939.28,9239.54,4222.06,8377.14,14215.45,2835.41,3867.36
"10922",55059.18,40705.02,61449.02,63126.78,43132.76,39805.65,47857.45
"10395",6057.83,18227.62,11267.31,5792.23,3799.58,2596.23,4642.63
"11685",69888.22,49368.42,44579.80,32010.70,51692.87,28119.54,71572.39
"11035",8441.92,5927.79,6860.71,6505.35,5353.61,17120.14,12945.52
"8003",2082.28,767.74,1249.21,1895.96,2605.24,9782.33,9413.38
"7013",24352.72,22995.11,24662.91,26296.94,10507.20,12815.65,24471.82
"7626",12622.24,2783.87,6186.64,1289.48,4341.18,2030.58,2683.79
"10751",22627.48,2842.64,7518.35,15490.99,15468.22,6515.18,19848.29
"10321",713277.40,445927.08,827427.31,594953.81,582364.13,548373.73,680772.94
"11722",171642.30,157520.52,216152.50,271197.89,298260.47,385203.38,537270.23
"11365",24624.67,2720.72,9672.14,16397.44,3242.75,2294.34,2978.93
"7659",,2020.18,1150.14,,,,
"11304",,,,,1296.80,,
"0951",19715.66,9970.85,20791.00,12586.97,6902.06,9039.55,4503.24
"10946",5409.00,3142.40,7425.13,5162.89,4743.32,4300.54,10337.74
"0492",23345.80,8307.26,24026.29,15933.69,12415.89,12979.23,16704.44
"12368",,,,,,,3052.78
"7398",10168.37,5877.32,10581.57,3448.55,3494.38,7807.30,7562.73
"12417",,,,,,,865.64
"10910",3422.08,2443.10,928.37,4632.49,6151.19,1723.37,806.91
"10947",5242.16,1300.73,6170.33,3065.55,2260.32,3092.34,8147.70
"11902",,,5053.77,20627.36,23065.68,15670.33,38971.06
"10948",13830.39,6675.09,7640.09,4637.50,6196.08,3170.63,1582.02
"12208",,,,893.73,14119.22,12355.70,22014.53
"7302",138429.78,75899.10,103653.40,99596.85,90269.54,108550.23,124236.23
"10308",,,,,275.74,,
"12097",,,1518.99,2312.71,3151.31,7094.95,18744.09
"10649",1320.30,,1179.90,5618.54,513.10,162.56,1838.67
"11301",,1586.06,6406.10,7897.90,3664.80,3464.44,10212.24
"10795",131113.91,53842.93,122036.97,91762.00,98910.68,85912.06,132460.22
"10054",1913.66,189.97,558.61,79.13,635.54,208.25,229.24
"7281",,62.15,72.18,116.35,3797.17,2435.09,489.77
"11535",803.46,82.88,109.24,121.27,110.58,222.05,
"7755",25228.21,14104.75,16708.63,6705.40,11084.42,9404.97,5169.93
"7814",,,416.75,220.42,109.93,286.52,155.59
"12321",,,,,,130.62,55007.65
"10693",111537.14,69248.16,98558.45,76539.54,80559.54,51790.06,86073.98
"11832",,,,,2156.68,,
"11243",11589.82,4170.55,5529.24,499.37,1447.67,4494.00,6808.88
"7608",522.34,7234.56,22394.53,16427.51,773.46,4806.61,2704.71
"11332",984.57,2148.36,1796.65,1135.63,3806.57,1006.75,168.25
"11441",5136.76,4859.22,6492.28,3732.93,1471.25,1222.89,
"11855",18459.24,7940.27,92.42,11197.45,7170.41,2223.37,539.39
"7750",11741.51,5532.94,12297.52,10569.60,13475.50,7608.99,10408.36
"11895",5093.15,666.21,7593.82,9267.18,6310.62,7021.53,6602.42
"10745",24011.25,9594.93,26424.42,23784.17,19098.25,16341.08,23721.51
"12163",,,,1415.18,3625.06,194.28,
"10462",9372.84,13759.95,13317.24,10589.42,9849.84,106.79,4312.63
"11259",23995.02,15484.55,15877.04,11546.81,14251.08,7782.37,15397.65
"7439",83732.83,43479.24,123108.13,50101.31,60077.36,39769.81,27817.53
"10358",24451.48,6907.49,22635.76,9716.84,10998.65,12872.57,14590.15
"10469",565.27,4690.88,234.19,743.77,358.04,407.02,
"12443",,,,,,,2168.23
"12343",,,,,,9998.18,19311.69
"",5153.73,1260.53,1270.35,,,,164.91
"0231",18974.38,14557.74,21224.26,10335.78,9631.67,12907.38,13557.79
"12191",,,,75.91,4599.79,3066.07,8567.14
"11131",26304.46,15989.14,22570.28,13299.54,13032.93,2952.75,4149.95
"12248",,,,,,,2046.55
"12396",,,,,,,2805.91
"10967",4575.27,2425.00,2828.90,15221.37,9119.83,2846.44,2437.76
"10138",6364.13,2891.95,2926.11,4679.10,5084.46,2944.09,3357.11
"8250",3659.76,7395.82,9398.74,28647.12,4978.60,8428.60,4911.14
"12107",,,3202.88,274.25,392.25,120.73,609.36
"10336",33294.02,16540.23,24735.91,13924.61,22542.44,14303.92,19249.18
"10253",1703265.76,904738.71,1591161.58,1088998.31,1000803.36,1008916.09,1336695.71
"7618",,,5580.17,19998.36,25415.47,14357.52,1184.32
"10850",28816.04,15838.39,18606.97,14553.70,13634.98,9838.25,14609.71
"12178",,,,636.77,313.11,787.61,124.05
"11793",,,2403.29,,,,
"8019",57926.66,41500.60,26198.83,25079.83,37373.01,12466.23,40215.89
"12030",,830.71,48916.97,44526.96,9720.37,14422.31,18059.78
"11104",21805.79,7056.03,33070.53,15017.29,26524.60,11195.16,13089.08
"11238",5238.51,2442.99,15785.07,9294.10,16937.60,9383.75,6159.18
"10249",530.17,85.81,1904.47,1380.67,94.52,504.45,2259.31
"11261",5350.68,768.91,10105.44,5364.74,17800.12,16579.13,34671.11
"10174",75347.05,46043.30,47306.75,30441.90,40151.70,30783.91,29541.99
"12024",,318.94,9510.06,17904.84,23001.43,15483.19,31529.17
"11684",1148.18,5555.90,3807.00,3827.99,4491.51,7474.75,1010.09
"11518",100927.42,27069.60,89812.57,66101.57,57996.88,57753.83,78623.06
"12190",,,,253.41,,,
"10108",4677.95,5702.31,4611.95,2991.91,2641.87,3999.42,4937.75
"8301",8661.54,6621.62,8029.23,5883.68,3332.57,2384.20,4128.55
"11621",2098.03,1116.61,2858.10,3341.72,819.63,2247.94,2564.83
"10907",128.70,432.73,214.28,,,,
"11974",150.67,465.92,4607.07,1701.92,318.96,,155.68
"7320",1151.39,,2101.61,,,498.15,
"8226",819.55,1086.01,3822.48,1840.28,483.49,548.82,1575.17
"11335",38458.55,19606.31,23753.43,26685.84,39645.26,25141.17,28676.80
"11506",37683.25,11440.38,26792.02,20127.81,22695.48,8573.13,17118.58
"8344",61383.50,62532.12,78596.70,62600.22,41240.78,68637.09,81236.13
"0002",7864.92,2050.52,8754.99,8957.71,3924.94,4058.39,4973.44
"7263",518.72,483.48,406.32,258.42,173.24,206.24,981.65
"10139",2608300.99,1513800.45,2531655.15,2382912.81,2182330.53,2361982.85,3733543.85
"12021",,720.57,661.09,10505.01,676.00,6534.30,4219.23
"10185",9116.08,4154.54,7645.84,7772.17,12517.97,3526.93,5354.77
"11627",7782.62,15835.87,2309.02,856.20,764.25,13627.75,13468.55
"11067",549.96,338.09,1538.59,467.14,170.19,1015.01,
"11800",,,908.13,1223.57,1743.17,1852.73,1240.40
"11006",28884.12,17216.89,35246.63,18593.84,40234.42,18520.26,27669.55
"8150",1278.22,1642.90,2039.38,593.78,302.07,3415.48,2765.84
"0940",7078.10,6804.87,9991.74,621.69,1421.58,380.64,1699.50
"11432",44276.78,39926.07,54129.62,44454.11,59601.93,51285.23,35735.48
"12199",,,,17062.28,15484.63,42977.19,69164.83
"11410",67882.47,52745.96,69174.02,54508.01,47725.48,32788.53,46665.30
"11969",,,,,4181.82,17658.92,4173.29
"12015",,,,161.74,,,
"8394",540.28,1493.47,,728.29,7810.23,265.12,1752.76
"11073",63902.21,51257.56,99718.51,99448.06,115584.95,100081.35,129586.42
"10045",1270636.63,25573.94,24811.14,126564.17,10929.25,7681.59,38727.39
"11933",130.06,11796.36,17262.01,13300.38,103999.59,30321.85,13237.73
"10846",13508.28,5892.94,5030.06,209.30,3679.71,28522.19,18903.36
"0343",3779.47,5035.86,5817.42,285.86,976.83,,2282.95
"11957",7132.39,7749.53,17780.20,17051.25,12803.92,10772.60,20720.22
"11300",464.47,270.15,1951.88,,475.50,7872.87,7486.78
"10390",35956.96,20108.01,19723.27,8777.57,8357.78,4966.08,3429.39
"10340",9000.25,27464.79,10021.20,10843.32,10228.58,14199.03,3719.90
"11960",9096.75,5362.68,13907.67,12742.97,9718.01,8083.49,20614.49
"12463",,,,,,,1072.33
"12340",,,,,,1464.60,3809.53
"11426",2617.20,3227.43,,144.19,1250.72,343.78,916.52
"7820",13846.33,5175.45,16713.62,7806.18,1809.06,5248.37,8487.42
"11366",813.31,4373.25,640.86,2499.51,1448.85,563.97,4432.06
"11018",22290.45,5146.33,10494.86,6485.75,3531.62,1167.65,2827.04
"12302",,,,,,,331.78
"10121",31764.23,21241.97,30902.25,15065.79,15951.32,8890.59,7177.50
"8060",,824.31,,,,,
"7702",2880.86,120.30,516.10,849.71,1340.69,,
"11507",2737.72,,,,,,539.00
"10317",5111.66,916.17,3451.89,1102.29,594.32,586.99,1426.91
"12228",,,,,700.37,170.04,127.67
"7186",8644.96,4291.00,4730.82,2787.74,8793.12,3937.06,6346.34
"0555",3859.31,234.83,2563.22,611.66,1641.89,,1116.43
"12073",,617.89,28765.37,10071.45,6977.45,203.95,
"11292",51513.73,32605.54,49499.02,34419.67,20216.09,14528.71,31415.79
"11645",7740.32,104.00,1289.47,7639.35,,1675.91,1035.79
"0063",39143.15,20000.76,60001.83,41069.25,34720.61,24287.28,35762.00
"0261",1396.73,2566.26,424.05,2751.93,298.99,,293.76
"9001",1520.72,12239.85,2236.48,865.14,283.79,2247.91,2856.14
"10309",19831.45,8777.68,16811.16,9880.46,11742.84,10302.34,9839.46
"10426",57943.25,29226.10,33548.48,24827.18,23378.89,26115.45,63942.27
"10181",30807.93,27965.54,43285.90,30003.21,24040.94,10308.87,13854.41
"7400",1294.14,,,,,3008.76,5270.16
"10872",42.97,,202.69,945.63,3887.37,2401.76,1995.68
"12040",,,1230.63,379.54,9844.60,,
"7394",1687.83,6629.53,5965.79,10898.53,719.36,910.76,4924.44
"10130",716.34,145.04,6068.62,138.08,,2883.87,10487.20
"7699",38969.84,22907.18,34404.16,23041.09,29286.80,22353.31,24624.99
"11278",47917.31,32624.40,45402.68,32511.82,40693.81,19963.53,26039.28
"11391",17625.61,24086.21,31732.45,30735.60,16600.33,13425.47,11953.20
"7347",2665.72,3413.16,7400.29,1857.60,3053.48,6494.64,7144.88
"10824",26121.31,13498.62,31433.93,22979.00,27357.82,22011.73,34427.10
"11943",230.54,5260.29,723.03,1424.15,657.35,2457.22,1787.72
"11728",12364.39,11374.87,13470.86,7654.95,4866.58,4962.85,5007.52
"12098",,,10031.79,4466.22,1698.29,4069.44,14256.27
"12452",,,,,,,684.45
"11415",10191.39,2165.58,6614.17,10748.52,7873.18,6702.72,3400.33
"7752",48478.90,33094.09,37742.43,21090.65,28172.02,24609.50,61722.93
"11756",962.02,414.60,,,1178.93,,
"12324",,,,,,553.96,1852.96
"12380",,,,,,,6632.35
"7422",8982.81,3603.45,12410.96,7430.05,9630.10,5767.13,14949.70
"11759",1708.97,8471.66,8017.02,8247.45,16640.59,6987.26,4385.17
"11433",265047.34,102586.00,184640.57,164792.11,135769.78,154880.47,177644.98
"11376",20021.13,22217.49,23469.76,14490.51,21269.87,24177.89,62461.71
"12045",,1618.14,2685.61,2453.13,410.68,1299.44,1451.73
"0488",12980.41,6542.40,6102.23,2780.83,8273.14,2657.94,2367.74
"10431",12098.07,6150.36,32900.00,12596.23,12881.38,9896.98,14076.00
"10893",,,,,,,3262.97
"10672",52608.40,47435.15,53770.99,33109.31,17366.51,16518.29,10637.43
"8078",22220.59,15117.45,11616.56,13855.93,12084.54,12275.80,18324.90
"7975",3159.84,1941.49,6978.27,2146.54,372.82,374.85,127.18
"7039",4468.77,2158.83,26712.32,4306.14,4776.03,2124.35,15455.92
"10212",3426.12,533.47,2207.44,5626.77,1284.69,8332.01,2010.79
"12186",,,,53520.47,41756.93,26205.52,56000.68
"0546",7905.84,,,,,,
"12035",,6284.83,34628.25,11292.62,7928.82,7905.29,26632.41
"12263",,,,,20970.16,16162.08,19359.78
"10960",,,,132.82,213.37,,
"10082",,,,827.46,9587.76,11707.38,15112.26
"10281",2307.40,829.06,1102.83,1289.92,1650.82,2381.84,8187.95
"10233",171905.77,57207.03,32226.49,9168.52,30753.52,41133.84,45606.82
"10031",13105.05,13204.41,12282.21,4846.49,4652.79,8329.34,14582.42
"0140",5758.40,2248.91,418.55,1283.69,335.78,3902.92,1508.36
"11388",6220.35,2378.65,3500.64,3844.56,1840.81,3936.03,4744.23
"11919",1209.09,590.76,5497.26,722.44,594.64,1157.60,171.06
"12400",,,,,,,103.46
"0460",,1068.87,,,,,
"8288",18121.58,15204.44,14612.86,22739.17,21228.75,27141.18,21748.03
"11392",126663.39,79104.59,225992.64,174630.55,183810.82,206833.13,283142.38
"12330",,,,,,2579.45,
"12047",,5221.36,87160.73,68141.50,79698.56,100168.35,88552.88
"11913",20850.59,68675.80,85121.98,43631.55,47443.53,48477.47,48691.34
"11203",6103.78,4429.98,4246.98,2886.30,3433.76,6556.26,7606.70
"10488",36868.09,17274.78,16404.07,17692.50,4050.94,17577.48,29491.05
"7360",1198.80,158.86,584.98,644.51,569.09,222.19,1083.54
"11870",1421.90,,,,,,
"7452",24979.75,11138.98,27818.91,12946.87,12118.00,3687.27,4191.74
"0762",8169.38,18498.38,2936.45,1866.26,69.48,4922.73,2229.58
"12200",,,,957.35,,,
"10236",3467.10,1306.29,3358.70,3512.53,1356.87,2264.66,6397.40
"12478",,,,,,,
"0446",33585.58,22821.59,28985.20,15892.58,20417.01,5951.73,16089.98
"11678",685.57,634.44,540.42,892.16,599.44,328.36,159.22
"11416",15219.88,26411.49,20240.37,24426.63,32266.10,12813.73,17424.34
"12286",,,,,1854.44,4107.09,7930.68
"11355",384.81,11499.81,1004.12,,,,
"10330",1647.15,625.21,287.54,3430.95,1064.20,1687.33,687.54
"10097",185942.29,76363.76,168040.99,114744.80,78854.19,122602.08,30112.53
"0145",6359.83,4141.78,17285.73,1627.53,9095.39,5963.26,7412.37
"8383",99166.14,53935.09,85669.67,47557.35,60515.83,50529.28,54001.64
"7560",2212521.69,1149496.81,1877538.08,1399516.98,1307142.29,769583.49,1041083.28
"12119",,,,601.13,,7604.17,832.42
"10698",41806.24,28018.81,22189.91,21607.62,25311.98,19363.43,24776.24
"10548",160397.01,39412.89,18594.56,93125.06,43033.51,27036.42,28007.45
"10103",6438.06,1123.37,2350.27,3004.58,933.44,749.61,11976.94
"11407",170672.36,155310.00,180740.82,163991.72,161750.75,164743.40,219255.68
"7015",6930.16,978.02,8037.25,3569.60,3719.47,6999.96,3586.95
"10157",979.14,151.50,860.13,339.90,387.10,512.28,633.22
"0221",10384.46,4853.92,13735.83,14156.22,20705.02,7526.11,7573.49
"10468",4069.40,2394.66,5172.82,4261.36,2608.43,3772.78,2213.93
"0413",28005.83,26210.14,39867.89,25162.88,22693.86,19934.63,40199.88
"7288",1358.36,5661.29,14246.55,2032.90,3097.06,2716.38,1968.12
"11398",8840.55,215.40,3348.92,1222.73,2983.39,6239.41,1911.94
"0056",101082.10,61355.65,193279.70,95624.62,103920.91,119079.53,194876.69
"7709",11318.20,7051.71,3857.00,2210.93,10041.71,1290.65,11881.56
"7317",15765.90,11057.44,13650.24,7023.25,3542.68,3100.27,5341.71
"11329",170.73,78.57,227.08,137.43,204.24,194.56,153.08
"11109",10437.94,3565.66,4764.16,3522.56,3391.80,5238.80,1554.07
"7605",10505.37,6714.55,16309.33,13505.43,21103.28,16209.28,22471.73
"12294",,,,,9537.84,42044.73,43306.06
"10551",2214.49,482.38,3670.10,2936.45,878.25,2065.50,1568.00
"12361",,,,,,,2239.83
"11858",996.44,11176.27,89631.92,70399.79,50515.05,65674.68,87870.02
"10863",12843.98,1616.16,4913.08,1314.67,2125.17,2497.18,4041.50
"7829",88.93,3315.44,775.58,92.91,275.57,2294.45,1667.97
"12352",,,,,,23975.84,61988.26
"10673",27994.98,14885.46,27085.83,44744.54,33833.17,25950.06,36784.71
"11554",1441.18,,,,,,
"8306",211562.06,79448.10,44259.90,6719.10,92469.56,130718.49,144328.21
"0307",34692.92,3591.22,4563.87,8102.81,2213.67,869.53,425.14
"12257",,,,,94.77,72.18,441.11
"11984",,,1691.32,837.86,,,
"0932",137414.53,87950.68,147914.01,147237.00,124165.38,149373.86,161669.45
"7362",26232.10,14518.79,28488.40,16309.67,7593.56,4652.54,15128.03
"11013",45168.59,36371.20,41902.43,36638.68,38108.15,34569.11,65226.08
"10184",76452.60,73152.31,76115.25,52309.72,51667.27,43229.71,67677.48
"11505",,,1207.07,797.10,1384.17,908.33,
"10113",13844.19,3920.66,23160.22,13437.53,10518.40,11697.09,13411.64
"7761",8708.11,6281.62,12885.72,16524.28,10175.04,4674.81,9610.58
"12267",,,,,,80.95,
"7695",32000.95,8656.58,18577.84,18690.05,13177.81,24224.12,22311.50
"11110",4928.58,3454.27,1634.04,1461.55,5444.67,6883.74,328.95
"11404",20579.95,4711.95,18012.26,7876.58,7280.55,2919.71,5430.31
"10709",4753.97,2912.80,3245.60,1315.40,1106.54,3761.94,9779.68
"11835",,3963.87,5225.51,709.69,12130.13,7963.23,7367.40
"11795",11264.43,6281.65,2103.62,2386.37,2982.93,2697.28,1970.77
"8248",1732.97,1106.11,1217.57,984.22,370.89,108.98,193.89
"12149",,,203.79,1734.34,1605.89,4270.34,1847.20
"7373",17202.95,11016.12,11792.06,17530.94,12605.61,11137.26,11327.31
"7625",4198.32,11970.30,17834.85,7743.27,16893.69,11472.98,14190.07
"8080",135711.19,57535.91,92895.99,82511.00,70159.64,88518.78,92162.85
"12087",,,,,103.83,,11889.55
"11166",43914.24,6174.10,10892.79,21945.40,15140.13,14403.17,458.86
"12180",,,,820.08,149.65,488.53,352.04
"12238",,,,,,,3505.26
"11641",5954.03,1306.19,,258.86,345.26,817.72,235.83
"11643",5722.03,25370.18,4267.90,4594.30,2633.65,3495.37,1832.79
