"cod_master","mes","produzido","frequencia"
"10358",7,5403.10,20
"10363",1,302.82,1
"10363",2,117.53,1
"10363",3,128.96,1
"1037",1,9724.49,15
"1037",2,2600.08,9
"1037",3,7149.79,10
"1037",4,2848.26,11
"1037",5,1375.98,8
"1037",6,851.94,5
"1037",7,8628.29,15
"10371",1,5148.72,8
"10371",2,1314.93,11
"10371",3,657.50,6
"10371",4,5465.25,22
"10371",5,4382.06,33
"10371",6,5643.15,36
"10371",7,4771.42,37
"10375",1,187707.77,700
"10375",2,78767.28,344
"10375",3,187083.37,854
"10375",4,149555.12,728
"10375",5,154515.40,654
"10375",6,189260.43,822
"10375",7,188049.30,843
"10375",12,3653.86,18
"10379",1,229.05,3
"10379",2,89.30,1
"10380",1,53600.87,66
"10380",2,12447.77,27
"10380",3,16514.89,60
"10380",4,19114.06,50
"10380",5,12122.08,46
"10380",6,16933.72,65
"10380",7,15084.60,52
"1039",1,275.95,2
"1039",2,365.10,3
"1039",3,200.08,2
"1039",4,95.29,1
"1039",6,98.56,1
"1039",7,194.37,2
"10390",1,12148.73,18
"10390",2,587.57,3
"10390",3,3837.09,8
"10390",4,3027.15,9
"10390",5,3277.36,4
"10390",6,1317.21,6
"10390",7,707.63,2
"10395",1,2844.72,9
"10395",2,1078.81,6
"10395",3,3851.41,9
"10395",4,2507.26,11
"10395",5,981.77,7
"10395",6,1284.55,6
"10395",7,1179.25,8
"10396",1,1864.30,8
"10396",2,2745.86,11
"10396",3,1634.17,9
"10396",4,1498.06,8
"10396",5,1018.36,5
"10396",6,4799.15,10
"10396",7,986.05,6
"10398",1,6327.06,24
"10398",2,7210.03,20
"10398",3,7797.16,39
"10398",4,5306.37,27
"10398",5,2750.54,20
"10398",6,9932.96,36
"10398",7,11007.35,43
"10403",3,3414.36,4
"10403",4,2258.45,4
"10403",7,100.48,1
"10406",1,14739.16,44
"10406",2,9928.35,23
"10406",3,16320.73,42
"10406",4,21992.08,38
"10406",5,15773.89,25
"10406",6,8590.69,36
"10406",7,20123.08,34
"10406",12,180.58,1
"10407",1,2637.11,15
"10407",2,1281.40,8
"10407",3,6253.84,27
"10407",4,2483.19,15
"10407",5,13798.34,23
"10407",6,5047.46,22
"10407",7,3622.64,17
"10408",1,50366.15,197
"10408",2,28040.96,117
"10408",3,39538.21,205
"10408",4,41693.05,180
"10408",5,39284.76,166
"10408",6,30803.96,149
"10408",7,45506.93,186
"10408",12,257.01,1
"10421",1,1940.02,6
"10421",2,459.74,2
"10421",3,2257.72,5
"10421",4,2719.91,3
"10421",6,910.44,4
"10421",7,684.16,3
"10426",1,21975.17,45
"10426",2,7454.66,15
"10426",3,10854.17,37
"10426",4,8665.88,39
"10426",5,5384.54,24
"10426",6,8575.94,29
"10426",7,24175.39,52
"10426",12,1280.53,3
"10429",1,10440.25,35
"10429",2,4173.01,15
"10429",3,10655.11,24
"10429",4,8176.43,28
"10429",5,5152.99,24
"10429",6,20831.68,36
"10429",7,8609.62,31
"10429",12,737.07,1
"10430",1,1726.27,9
"10430",2,5793.01,10
"10430",3,1764.01,9
"10430",4,4817.57,12
"10430",5,5484.54,15
"10430",6,1123.54,6
"10430",7,2020.71,10
"10431",1,5399.49,33
"10431",2,2040.78,16
"10431",3,8653.79,45
"10431",4,5694.79,39
"10431",5,5582.72,33
"10431",6,4562.81,30
"10431",7,7074.56,43
"10439",1,4238.53,15
"10439",2,564.60,4
"10439",3,2392.46,15
"10439",4,1343.26,9
"10439",5,2472.75,7
"10439",6,1040.00,6
"10439",7,1293.01,7
"10442",1,243668.11,853
"10442",2,107306.86,439
"10442",3,229007.33,917
"10442",4,101014.05,383
"10442",5,82106.85,290
"10442",6,65193.34,289
"10442",7,102825.26,404
"10442",12,1119.60,5
"10442.01",1,2158.27,5
"10442.01",2,1266.97,2
"10442.01",3,1996.55,5
"10442.01",4,8678.63,27
"10442.01",5,2441.44,2
"10442.01",12,176.83,1
"10444",5,173.66,1
"10445",1,31985.90,88
"10445",2,11336.62,40
"10445",3,10293.24,58
"10445",4,13261.43,56
"10445",5,13470.61,49
"10445",6,8718.34,47
"10445",7,22616.95,44
"10448",1,24512.75,59
"10448",2,5381.29,19
"10448",3,28989.65,54
"10448",4,22722.32,54
"10448",5,24127.21,33
"10448",6,20528.17,52
"10448",7,16408.87,59
"10460",1,1136.20,2
"10460",4,445.44,1
"10462",1,2524.87,10
"10462",2,3872.03,3
"10462",3,5414.21,8
"10462",4,1053.75,4
"10462",5,4890.26,9
"10462",7,3873.99,8
"10468",1,2910.70,14
"10468",2,2237.69,15
"10468",3,2114.09,17
"10468",4,3347.53,14
"10468",5,1233.70,10
"10468",6,1797.77,13
"10468",7,1207.94,8
"10469",1,481.21,1
"10469",2,913.07,2
"10469",4,161.03,1
"10469",5,173.64,1
"10469",6,155.74,1
"10484",1,5279.60,19
"10484",2,4427.38,14
"10484",3,5500.43,28
"10484",4,10877.08,26
"10484",5,10688.71,18
"10484",6,3656.21,17
"10484",7,7768.37,30
"10488",1,7461.81,15
"10488",2,3163.24,4
"10488",3,3329.23,6
"10488",4,1002.48,4
"10488",5,269.28,1
"10488",6,1976.27,8
"10488",7,1600.35,5
"10492",1,4103.04,12
"10492",2,701.53,6
"10492",3,1752.03,9
"10492",4,689.83,6
"10492",5,1016.41,9
"10492",6,2308.43,10
"10492",7,468.51,4
"10494",1,8710.99,19
"10494",2,5436.29,10
"10494",3,6987.69,25
"10494",4,4980.22,18
"10494",5,6400.57,24
"10494",6,4410.59,16
"10494",7,5856.85,23
"10496",1,272.91,1
"10496",4,90.79,1
"10497",2,198.30,1
"10497",3,390.16,1
"10497",4,463.09,2
"10497",7,112.08,1
"1051",1,3657.45,17
"1051",2,2303.22,15
"1051",3,6350.63,36
"1051",4,1918.10,9
"10510",1,2583.03,5
"10510",2,1438.02,2
"10510",4,3016.79,2
"10510",6,3241.77,1
"10515",1,769.16,4
"10515",3,553.75,2
"10517",1,7955.23,10
"10517",2,6803.21,14
"10517",3,19149.34,40
"10517",4,18474.89,44
"10517",5,7760.33,25
"10517",6,20325.37,32
"10517",7,13466.29,37
"10521",1,1449213.82,6117
"10521",2,886715.64,4196
"10521",3,1182303.88,6071
"10521",4,1063632.36,5907
"10521",5,862188.63,4825
"10521",6,767957.60,4383
"10521",7,855425.22,4916
"10521",12,28931.20,130
"1053",1,36545.43,181
"1053",2,28427.18,166
"1053",3,32460.39,220
"1053",4,31752.02,179
"1053",5,29192.10,198
"1053",6,26715.10,182
"1053",7,30658.50,190
"10530",1,14256.50,42
"10530",2,12641.24,16
"10530",3,24017.60,28
"10530",4,16186.57,46
"10530",5,6240.87,19
"10530",6,8562.83,32
"10530",7,8653.63,23
"10530",12,587.50,1
"10538",1,227.38,1
"10538",2,79.67,1
"10538",3,1393.72,4
"10538",4,196.01,1
"10538",5,349.58,2
"10538",6,193.43,1
"10539",1,3717.56,7
"10539",2,34.50,1
"10539",3,4926.89,11
"10539",4,2676.81,8
"10539",5,5538.04,12
"10539",6,1003.77,8
"10539",7,328.11,3
"10548",1,45602.63,166
"10548",2,3202.24,16
"10548",3,3294.75,16
"10548",4,42574.53,232
"10548",5,4476.23,32
"10548",6,7452.45,48
"10548",7,11116.72,73
"10551",1,705.88,5
"10551",2,380.25,2
"10551",3,535.96,6
"10551",4,2574.48,4
"10551",5,602.28,4
"10551",6,966.28,6
"10551",7,529.23,4
"10553",1,4829.74,6
"10553",2,447.64,3
"10553",3,406.47,2
"10553",4,291.52,2
"10553",5,1755.55,2
"10553",6,2091.96,4
"10553",7,362.45,2
"10555",1,4393.63,3
"10555",2,315.79,1
"10555",3,194.88,1
"10558",1,5854.98,33
"10558",2,5059.73,26
"10558",3,6943.07,43
"10558",4,6908.41,46
"10558",5,5202.95,32
"10558",6,8722.31,40
"10558",7,5566.37,30
"10564",1,1952.18,7
"10564",2,611.74,4
"10564",3,2144.83,10
"10564",4,4526.31,10
"10564",5,4469.50,7
"10564",6,3168.37,11
"10564",7,11785.58,7
"10565",5,3874.47,4
"10565",6,139.16,1
"10566",1,8777.53,45
"10566",2,6440.37,35
"10566",3,9220.04,55
"10566",4,447.39,2
"10566",5,1900.63,3
"10566",7,80.25,1
"10568",1,31802.05,31
"10568",2,25781.58,15
"1057",1,22570.02,108
"1057",2,17991.90,52
"1057",3,17372.94,80
"1057",4,9235.43,63
"1057",5,13544.01,66
"1057",6,11240.89,60
"1057",7,13648.31,66
"1057",12,143.81,1
"10584",1,3151.76,2
"10584",3,651.97,3
"10584",4,266.22,3
"10584",6,857.60,4
"10584",7,118.12,1
"10586",1,2018.66,2
"10586",2,123.49,1
"10586",3,1829.61,6
"10586",4,797.71,3
"10586",5,352.54,3
"10591",1,21792.21,97
"10591",2,6789.23,50
"10591",3,17360.41,114
"10591",4,22808.52,110
"10591",5,17126.89,106
"10591",6,17030.91,113
"10591",7,23172.57,110
"10591",12,197.58,1
"10593",1,3732.53,2
"10593",3,95.86,2
"10593",4,142.28,2
"10593",7,289.91,1
"10606",1,13114.92,61
"10606",2,10416.86,58
"10606",3,11508.89,67
"10606",4,15212.38,69
"10606",5,8277.74,52
"10606",6,7034.37,39
"10606",7,9914.61,44
"10608",1,31540.74,87
"10608",2,15086.46,39
"10608",3,20383.73,70
"10608",4,25301.76,121
"10608",5,33782.08,95
"10608",6,25904.92,104
"10608",7,25472.88,125
"10614",1,172587.14,586
"10614",2,70716.56,345
"10614",3,120583.54,534
"10614",4,111014.56,512
"10614",5,47185.44,237
"10614",6,28304.76,138
"10614",7,35863.73,182
"10614",12,3982.76,12
"10622",1,20306.26,83
"10622",2,4046.14,16
"10622",3,8844.29,52
"10622",4,18894.00,113
"10622",5,13042.30,81
"10622",6,17467.75,103
"10622",7,20771.73,106
"10622",12,496.22,3
"10625",3,53.39,1
"10625",4,1403.25,14
"10625",6,53.60,1
"10628",2,281.88,1
"10628",3,277.65,1
"10636",1,23773.58,73
"10636",2,13069.63,40
"10636",3,17955.57,78
"10636",4,12857.81,72
"10636",5,7055.01,44
"10636",6,11792.70,52
"10636",7,26325.29,73
"10636",12,66.36,1
"10637",1,42638.43,111
"10637",2,29615.30,131
"10637",3,41862.83,164
"10637",4,47435.82,189
"10637",5,100008.66,442
"10637",6,81311.96,334
"10637",7,108310.89,447
"10640",1,122.86,1
"10648",1,112029.06,534
"10648",2,34838.94,178
"10648",3,87218.61,474
"10648",4,89058.02,409
"10648",5,50271.58,302
"10648",6,65031.12,404
"10648",7,92808.88,505
"10648",12,1085.48,6
"10649",1,180.84,1
"10649",3,106.99,1
"10649",4,5618.54,2
"10649",6,116.69,1
"10649",7,131.84,1
"10656",1,1410.92,4
"10656",2,1199.67,4
"10656",3,541.11,3
"10656",4,266.91,2
"10656",5,1862.65,3
"10656",6,275.59,2
"10656",7,478.71,2
"10657",1,5241.56,20
"10657",2,1893.49,9
"10657",3,1865.95,14
"10657",4,3337.90,17
"10657",5,2061.68,13
"10657",6,8553.71,11
"10657",7,3040.13,15
"10659",1,1848.05,4
"10659",2,169.38,1
"10659",3,406.39,3
"10659",4,306.77,2
"10659",5,643.07,3
"10659",6,817.13,2
"10659",7,741.13,4
"10662",1,3645.50,20
"10662",2,2313.41,9
"10662",3,4674.16,28
"10662",4,5924.84,26
"10662",5,11859.43,38
"10662",6,7649.13,47
"10662",7,7980.51,43
"10672",1,8653.42,27
"10672",2,5233.96,21
"10672",3,16024.93,50
"10672",4,6997.86,35
"10672",5,6684.13,19
"10672",6,2971.16,20
"10672",7,2838.33,13
"10673",1,2811.99,9
"10673",2,609.29,4
"10673",3,6278.04,11
"10673",4,7263.76,23
"10673",5,13234.82,19
"10673",6,6616.42,16
"10673",7,22854.15,5
"10676",1,70835.47,196
"10676",2,5959.56,49
"10676",3,26645.79,173
"10676",4,26849.69,227
"10676",5,56576.11,365
"10676",6,81090.31,454
"10676",7,72932.29,350
"10678",1,110.21,1
"10678",3,119.06,1
"10678",4,812.50,1
"10678",5,160.55,2
"10678",6,311.21,2
"10678",7,1157.08,3
"10679",1,3083.86,12
"10679",2,6490.25,11
"10679",3,15971.87,29
"10679",4,8100.66,31
"10679",5,15772.32,50
"10679",6,11116.11,35
"10679",7,10276.80,46
"10690",1,3281.14,14
"10690",2,558.71,4
"10690",3,1034.42,9
"10690",4,1626.33,10
"10690",5,1308.46,5
"10690",6,979.03,7
"10690",7,1758.17,10
"10693",1,37348.56,118
"10693",2,22612.73,74
"10693",3,28048.79,106
"10693",4,27683.57,90
"10693",5,19085.70,79
"10693",6,19778.57,70
"10693",7,21458.52,78
"10693",12,542.75,3
"10694",1,2801.38,7
"10694",2,350.84,2
"10694",3,2731.38,19
"10694",4,56.93,1
"10694",5,216.16,2
"10694",6,125.40,2
"10696",1,7121.66,22
"10696",2,6972.03,27
"10696",3,17209.84,30
"10696",4,11126.61,44
"10696",5,15790.02,35
"10696",6,8402.77,32
"10696",7,3673.08,24
"10698",1,18056.31,17
"10698",2,8656.11,11
"10698",3,5922.66,21
"10698",4,4067.74,23
"10698",5,9136.54,31
"10698",6,1220.40,9
"10698",7,11353.78,32
"10699",1,10557.36,53
"10699",2,4778.43,33
"10699",3,7462.96,52
"10699",4,7613.47,54
"10699",5,5188.49,35
"10699",6,7477.61,51
"10699",7,5286.21,42
"10702",1,3186.11,19
"10702",2,10529.52,11
"10702",3,4758.33,23
"10702",4,1934.36,19
"10702",5,1910.01,11
"10709",1,3090.11,37
"10709",2,1250.15,7
"10709",3,1218.76,19
"10709",4,738.64,11
"10709",5,542.12,4
"10709",6,1556.14,11
"10709",7,427.11,4
"10711",1,314.08,2
"10711",4,469.07,2
"10713",1,1112.15,2
"10713",2,377.79,1
"10713",3,101.17,1
"10713",4,369.46,2
"10713",5,327.37,1
"10713",6,781.70,1
"10713",7,588.05,1
"10714a",1,10436.60,40
"10714a",2,5136.39,31
"10714a",3,6478.64,38
"10714a",4,8117.95,51
"10714a",5,4668.76,26
"10714a",6,4223.65,27
"10714a",7,8567.94,38
"10720",1,11660.84,53
"10720",2,6057.27,29
"10720",3,11045.32,62
"10720",4,10020.24,48
"10720",5,15036.51,72
"10720",6,13277.33,67
"10720",7,14211.98,90
"10723",1,9295.36,25
"10723",2,2400.98,11
"10723",3,5856.64,27
"10723",4,5467.84,19
"10723",5,4976.25,19
"10723",6,3831.46,16
"10723",7,8116.16,23
"10724",1,21484.21,51
"10724",2,5048.67,26
"10724",3,6493.78,40
"10724",4,8071.85,40
"10724",5,5104.72,28
"10724",6,6882.22,42
"10724",7,10767.75,36
"10725",1,6794.38,4
"10725",2,439.21,1
"10725",3,2699.69,4
"10725",4,369.95,3
"10725",5,476.84,2
"10725",6,16817.12,3
"10725",7,117.80,1
"10726",1,4458.53,19
"10726",2,692.10,6
"10726",3,803.22,6
"10726",4,1072.21,8
"10726",5,1611.90,10
"10726",6,1320.37,10
"10726",7,5500.35,12
"10726",12,125.84,1
"10730",1,379.57,1
"10730",2,261.98,1
"10730",3,967.69,3
"10730",4,550.54,3
"10730",5,1467.50,8
"10730",6,4587.67,7
"10730",7,1403.10,3
"10735",1,2057.37,6
"10735",2,494.85,2
"10735",3,1020.27,7
"10735",4,303.54,3
"10735",5,266.44,2
"10735",6,1887.32,4
"10735",7,176.73,1
"10738",4,472.50,2
"10738",6,418.91,2
"10739",2,108.64,1
"10739",4,73.75,1
"10739",5,72.97,1
"10739",6,100.36,1
"10739",7,491.63,1
"10741",1,2712.60,12
"10741",2,1431.28,9
"10741",3,2497.11,14
"10741",4,3147.96,12
"10741",5,1686.32,10
"10741",6,1981.27,11
"10741",7,1418.97,11
"10745",1,8350.75,36
"10745",2,3669.22,23
"10745",3,6265.25,43
"10745",4,10265.76,43
"10745",5,7861.06,38
"10745",6,7186.43,44
"10745",7,7841.09,48
"10748",1,5560.14,6
"10748",2,1633.96,1
"10748",4,353.53,1
"10748",5,88.57,1
"10748",6,117.36,1
"10748",7,87.48,1
"10751",1,7128.37,24
"10751",2,1829.39,13
"10751",3,3848.84,23
"10751",4,3845.60,13
"10751",5,3873.89,16
"10751",6,1387.71,10
"10751",7,6672.20,15
"10753",1,78.64,1
"10753",3,504.94,3
"10753",4,85.91,1
"10755",1,41596.47,68
"10755",2,12537.10,57
"10755",3,18905.96,71
"10755",4,20800.98,66
"10755",5,13689.43,53
"10755",6,14042.00,51
"10755",7,30684.48,72
"10755",12,193.20,1
"10756",1,21861.93,58
"10756",2,5899.25,27
"10756",3,5482.68,37
"10756",4,10417.48,38
"10756",5,5533.12,24
"10756",6,10527.60,38
"10756",7,10388.54,40
"10758",1,10275.54,54
"10758",2,3212.14,25
"10758",3,5931.10,46
"10758",4,2463.00,17
"10758",5,3592.07,29
"10758",6,2164.17,17
"10758",7,5144.95,38
"10761",1,630.18,4
"10761",2,334.33,2
"10761",4,6259.22,4
"10761",5,1092.22,4
"10761",6,804.63,2
"10761",7,811.32,4
"10765",1,184995.99,799
"10765",2,88093.87,486
"10765",3,179524.66,901
"10765",4,41400.85,271
"10765",5,71315.36,407
"10765",6,53182.68,207
"10765",7,59479.42,334
"10766",1,4079.47,15
"10766",2,4311.18,13
"10766",3,4053.16,18
"10766",4,4194.11,17
"10766",5,12294.39,15
"10766",6,11953.14,22
"10766",7,5318.70,25
"10770",1,3734.76,14
"10770",2,888.95,6
"10770",3,6036.17,16
"10770",4,3496.33,15
"10770",5,3279.67,11
"10770",6,3214.64,14
"10770",7,4578.26,16
"10774",1,925.08,2
"10774",3,417.05,1
"10774",4,760.31,4
"10774",6,202.42,1
"10776",1,6502.94,14
"10776",2,7682.98,12
"10776",3,7793.15,16
"10776",4,2234.02,13
"10776",5,4948.94,8
"10776",6,4904.47,13
"10776",7,6388.08,16
"10783",1,2043.47,12
"10783",2,510.89,3
"10783",3,578.36,4
"10783",4,1594.24,9
"10783",5,461.31,4
"10783",6,2708.07,6
"10783",7,1369.00,7
"10783",12,676.15,1
"10784",1,2979.06,16
"10784",2,1618.54,10
"10784",3,1736.52,14
"10784",4,6094.75,15
"10784",5,1894.74,10
"10784",6,1764.07,7
"10784",7,1360.91,9
"10786",1,1490.93,5
"10786",2,2523.51,4
"10786",3,3443.97,4
"10786",4,12832.24,8
"10786",5,1947.96,7
"10786",6,1244.57,5
"10786",7,998.29,6
"10791",1,20574.88,55
"10791",2,8008.24,27
"10791",3,11865.51,57
"10791",4,21754.79,50
"10791",5,12239.62,41
"10791",6,16925.64,54
"10791",7,13810.85,53
"10793",1,2722.84,14
"10793",2,2137.81,7
"10793",3,7214.52,27
"10793",4,674.27,5
"10793",6,191.45,1
"10795",1,73586.48,413
"10795",2,22577.18,113
"10795",3,49684.58,359
"10795",4,40627.17,296
"10795",5,48157.78,330
"10795",6,46233.62,309
"10795",7,61917.45,386
"10803",1,23260.56,61
"10803",2,16006.70,38
"10803",3,19234.28,63
"10803",4,35347.09,71
"10803",5,26052.97,52
"10803",6,26240.33,63
"10803",7,17183.91,76
"10807",1,21106.70,90
"10807",2,14586.29,51
"10807",3,15169.84,83
"10807",4,29825.38,93
"10807",5,19568.92,76
"10807",6,10913.39,72
"10807",7,25723.45,94
"10809",1,17102.47,44
"10809",2,834.79,6
"10809",4,4710.31,28
"10809",7,5604.66,11
"10812",1,4749.14,10
"10812",2,943.34,3
"10812",3,3735.81,5
"10812",4,720.87,6
"10812",5,732.83,6
"10812",6,835.03,4
"10812",7,2144.23,7
"10813",1,257.38,2
"10813",2,200.58,1
"10813",3,388.80,3
"10813",4,1163.79,3
"10813",5,942.37,2
"10813",7,3156.43,1
"10816",1,9951.23,16
"10816",2,1998.66,10
"10816",3,2508.57,16
"10816",4,4008.12,22
"10816",5,3327.87,14
"10816",6,1589.50,12
"10816",7,1488.64,9
"10820",1,7536.72,14
"10820",2,115.72,1
"10820",3,2843.18,12
"10820",4,4179.71,10
"10820",5,5966.00,7
"10820",6,89.94,1
"10821",1,15219.65,38
"10821",2,4798.91,17
"10821",3,7371.53,24
"10821",4,12487.92,39
"10821",5,12844.39,19
"10821",6,8497.18,22
"10821",7,30739.80,21
"10822",1,190.16,1
"10822",2,361.06,2
"10822",3,24723.95,3
"10822",4,123.66,1
"10822",5,191.68,1
"10822",6,269.59,2
"10824",1,12607.92,80
"10824",2,10503.26,67
"10824",3,17486.45,108
"10824",4,13972.45,95
"10824",5,10721.05,81
"10824",6,11426.15,82
"10824",7,13655.77,87
"10829",12,138.62,1
"10834",1,7568.42,82
"10834",2,4788.22,41
"10834",3,9367.61,101
"10834",4,13394.59,185
"10834",5,14601.79,160
"10834",6,12581.26,119
"10834",7,11647.18,120
"10834",12,2305.93,12
"10836",1,1933.50,10
"10836",2,3508.92,7
"10836",3,3015.81,11
"10836",4,1053.84,6
"10836",5,729.38,4
"10836",6,488.37,3
"10836",7,5974.11,6
"10838",1,608.57,4
"10839",1,1021.11,4
"10839",2,164.64,1
"10839",3,1273.97,8
"10839",5,91.52,1
"10839",6,147.03,2
"10839",7,511.79,3
"10840",1,889.06,1
"10840",4,117.05,1
"10843",1,2466.85,15
"10843",2,6053.31,17
"10843",3,8376.99,38
"10843",4,11149.25,34
"10843",5,8625.49,21
"10843",6,7708.14,21
"10843",7,12368.14,40
"10846",1,426.45,2
"10846",2,2762.15,1
"10846",3,1486.38,1
"10846",5,2626.78,3
"10846",6,11546.05,7
"10846",7,1688.16,2
"10848",2,1693.97,1
"10848",3,264.93,1
"10848",6,738.36,2
"10848",7,123.58,1
"10850",1,8899.70,36
"10850",2,2555.63,17
"10850",3,5230.69,29
"10850",4,6792.89,41
"10850",5,6148.22,28
"10850",6,5716.17,27
"10850",7,4343.85,28
"10854",1,7763.56,31
"10854",2,7300.99,21
"10854",3,12660.45,37
"10854",4,7755.65,21
"10854",5,5638.05,27
"10854",6,2911.35,15
"10854",7,1721.21,11
"10855",1,9087.49,43
"10855",2,10397.71,37
"10855",3,7589.64,47
"10855",4,5157.83,36
"10855",5,5851.84,37
"10855",6,9101.11,32
"10855",7,4572.98,34
"10857",1,16275.11,87
"10857",2,8112.98,44
"10857",3,12681.57,90
"10857",4,9121.35,79
"10857",5,7848.08,57
"10857",6,12320.07,52
"10857",7,9156.88,71
"10860",1,15785.54,66
"10860",2,13035.21,57
"10860",3,16042.85,77
"10860",4,22591.02,98
"10860",5,19433.25,80
"10860",6,15607.50,81
"10860",7,16049.20,95
"10860",12,189.47,1
"10863",1,3114.24,8
"10863",2,457.93,3
"10863",3,1177.21,5
"10863",4,301.43,2
"10863",5,619.13,2
"10863",6,298.41,1
"10863",7,3053.54,5
"10866",2,11834.81,6
"10866",3,1215.60,8
"10866",4,3475.59,13
"10866",5,5865.96,9
"10866",6,3824.57,8
"10866",7,2398.22,10
"10867",1,6528.02,42
"10867",2,3280.24,23
"10867",3,5811.18,43
"10867",4,5890.19,42
"10867",5,3497.13,27
"10867",6,6133.09,40
"10867",7,6425.23,41
"10869",1,3813.47,21
"10869",2,1132.26,10
"10869",3,2256.53,15
"10869",4,1953.70,9
"10869",5,264.13,2
"10869",6,439.90,2
"10869",7,335.49,2
"10872",4,83.15,1
"10872",5,2445.64,4
"10872",6,969.09,6
"10872",7,1083.13,6
"10873",1,1053.49,2
"10873",2,150.91,1
"10873",3,400.16,2
"10873",4,702.01,3
"10873",5,1783.05,2
"10873",6,1068.56,4
"10873",7,279.27,2
"10903",1,4256.31,23
"10903",2,10006.10,24
"10903",3,8039.34,37
"10903",4,6918.28,40
"10903",5,6396.73,43
"10903",6,7942.23,35
"10903",7,9016.06,47
"10903",12,101.91,1
"10906",1,589.41,1
"10906",2,378.53,2
"10906",3,191.51,1
"10906",5,166.09,2
"10906",6,129.93,1
"10906",7,152.84,1
"10907",2,287.08,2
"10907",3,100.48,1
"10910",1,257.22,1
"10910",2,1334.05,2
"10910",4,3764.88,1
"10910",5,488.54,1
"10910",6,716.75,1
"10910",7,115.50,1
"10917",1,3305.80,20
"10917",2,4165.32,19
"10917",3,7408.77,31
"10917",4,10563.55,44
"10917",5,14456.19,37
"10917",6,14954.41,31
"10917",7,8309.33,29
"10917",12,473.18,4
"10919",1,15483.58,19
"10919",2,5748.55,6
"10919",3,9798.77,10
"10919",4,16195.98,18
"10919",5,7617.83,12
"10919",6,9387.28,21
"10919",7,9575.92,15
"10922",1,24512.07,207
"10922",2,14175.05,158
"10922",3,21090.22,208
"10922",4,29606.97,274
"10922",5,22608.30,204
"10922",6,22362.14,190
"10922",7,21375.72,213
"10922",12,652.03,7
"10926",1,1167.20,4
"10926",3,2184.76,7
"10926",4,1217.97,4
"10926",5,1634.83,7
"10926",6,113.47,1
"10926",7,2996.20,6
"10929",1,40460.13,37
"10929",2,10977.40,24
"10929",3,33639.66,63
"10929",4,18885.93,63
"10929",5,45958.19,68
"10929",6,69297.67,72
"10929",7,46805.20,71
"10929",12,241.19,1
"10938",1,2457.39,5
"10938",2,119.08,1
"10939",1,6446.20,36
"10939",2,2778.98,19
"10939",3,20663.31,39
"10939",4,3792.55,32
"10939",5,8430.19,33
"10939",6,3658.91,29
"10939",7,3333.68,23
"10941",1,1974.25,1
"10941",6,899.34,1
"10942",1,27581.66,22
"10942",2,23708.00,28
"10942",3,11832.00,18
"10942",4,8719.83,12
"10942",5,80941.18,37
"10942",6,64247.40,40
"10942",7,59310.74,27
"10942",12,288.99,1
"10944",1,8142.77,21
"10944",2,1958.00,11
"10944",3,4681.60,24
"10944",4,4173.35,23
"10944",5,4154.11,22
"10944",6,3337.35,17
"10944",7,2220.44,14
"10945",1,141427.46,404
"10945",2,67254.02,282
"10945",3,106646.22,415
"10945",4,92355.48,351
"10945",5,79519.47,320
"10945",6,61184.21,314
"10945",7,82812.65,330
"10945",12,2281.52,8
"10946",1,3285.36,19
"10946",2,1595.70,11
"10946",3,3319.35,24
"10946",4,3743.32,26
"10946",5,2720.51,21
"10946",6,2088.85,19
"10946",7,2349.34,16
"10947",2,46.04,1
"10947",3,2323.12,6
"10947",4,1462.27,8
"10947",5,1363.64,8
"10947",6,1711.21,4
"10947",7,6684.76,5
"10948",1,666.80,4
"10948",2,3293.05,3
"10948",3,158.99,1
"10948",4,2572.88,7
"10948",5,769.44,4
"10948",6,1169.63,5
"10948",7,325.21,2
"10953",1,10410.29,45
"10953",2,4063.67,15
"10953",3,6247.05,28
"10953",4,1481.12,10
"10953",5,2980.46,18
"10953",6,6324.98,35
"10953",7,5379.54,32
"10954",1,6269.58,17
"10954",2,1450.34,4
"10954",3,1338.09,7
"10954",4,1098.73,6
"10954",5,1832.32,8
"10954",6,7207.69,15
"10954",7,3368.88,7
"10958",1,4559.63,17
"10958",2,4641.89,25
"10958",3,1627.11,13
"10958",4,1118.09,10
"10958",5,6093.10,29
"10958",6,5903.29,40
"10958",7,4341.57,30
"10959",1,15355.14,73
"10959",2,19110.00,58
"10959",3,19137.14,110
"10959",4,17431.37,105
"10959",5,20956.36,105
"10959",6,23936.31,113
"10959",7,25692.48,117
"10966",1,2245.83,7
"10966",2,111.76,1
"10966",3,4832.32,9
"10966",4,4035.51,6
"10966",5,205.17,2
"10966",6,196.82,2
"10966",7,449.73,2
"10967",1,3637.99,6
"10967",2,1301.35,2
"10967",3,2722.14,6
"10967",4,1619.87,6
"10967",5,170.36,2
"10967",6,321.56,2
"10967",7,55.14,1
"10968",1,4790.94,16
"10968",2,1153.43,7
"10968",3,1240.85,3
"10968",4,682.24,5
"10968",5,5446.42,7
"10968",6,1467.32,8
"10968",7,1434.77,8
"10970",1,1995.21,6
"10970",2,222.30,1
"10970",3,3531.21,7
"10970",4,678.30,3
"10970",5,3342.80,7
"10970",6,523.00,3
"10970",7,975.96,4
"10973",1,2695.12,9
"10973",2,914.65,10
"10973",3,2142.07,14
"10973",4,2511.02,17
"10973",5,10861.54,15
"10973",6,1896.11,12
"10973",7,1993.77,17
