"cod_master","mes","produzido","frequencia"
"11425.01",2,3522.78,15
"11425.01",7,6234.40,32
"11426",1,920.67,3
"11426",5,151.99,1
"11426",6,177.73,1
"11426",7,476.55,2
"11428",1,15486.66,27
"11428",2,5865.92,10
"11428",3,5425.45,18
"11428",4,4969.56,23
"11428",5,3577.75,14
"11428",6,4662.09,18
"11428",7,11120.35,26
"11430",5,4915.28,30
"11430",6,19706.20,122
"11430",7,24680.81,172
"11432",1,19455.04,23
"11432",2,3021.00,6
"11432",3,13668.72,32
"11432",4,4851.24,14
"11432",5,12204.54,23
"11432",6,9149.36,17
"11432",7,6574.12,23
"11433",1,119505.80,555
"11433",2,39508.34,236
"11433",3,81095.62,455
"11433",4,72346.89,417
"11433",5,71874.07,420
"11433",6,80726.09,416
"11433",7,80828.30,448
"11433",12,152.60,1
"11434",1,5812.43,27
"11434",2,503.53,3
"11434",3,5431.16,27
"11434",4,3412.20,27
"11434",5,2332.25,18
"11434",6,2460.88,19
"11434",7,478.65,5
"11439",3,398.80,2
"11439",5,491.10,1
"11439",6,116.69,1
"11439",7,247.69,2
"11441",1,340.28,2
"11441",2,378.09,1
"11441",3,2222.76,3
"11441",4,146.54,1
"11449",1,2565.12,9
"11449",3,2295.55,4
"11449",4,5143.80,11
"11449",5,3006.36,17
"11449",6,1594.41,12
"11449",7,4471.67,15
"11452",1,776.19,3
"11452",2,5891.62,3
"11452",3,988.81,5
"11452",4,557.63,3
"11452",5,2179.17,10
"11452",6,56.62,1
"11452",7,651.93,3
"11457",1,4832.18,27
"11457",2,2664.67,14
"11457",3,10851.11,32
"11457",4,11089.31,31
"11457",5,6864.74,20
"11457",6,5893.17,26
"11457",7,8981.34,49
"11458",1,1234.75,7
"11458",2,526.44,3
"11458",3,1624.83,8
"11458",4,1339.58,5
"11458",6,413.16,1
"11458",7,4167.61,2
"11459",1,272.50,2
"11459",2,232.26,2
"11459",3,468.94,3
"11459",4,537.44,3
"11459",5,100.94,1
"11459",6,419.02,2
"11459",7,801.08,3
"11462",1,13990.36,81
"11462",2,25649.68,60
"11462",3,10766.67,55
"11462",4,10499.21,49
"11462",5,3486.79,22
"11462",6,7213.23,21
"11462",7,4108.51,24
"11462",12,110.53,1
"11463",1,15129.20,24
"11463",2,355.84,2
"11463",3,5330.43,27
"11469",5,294.89,1
"11485",1,6111.62,12
"11485",2,7516.73,15
"11485",3,2480.78,17
"11485",4,3206.14,22
"11485",5,3898.58,19
"11485",6,1438.88,10
"11485",7,1730.35,13
"11488",1,11879.85,25
"11488",2,2559.64,9
"11488",3,16458.30,25
"11488",4,10545.50,17
"11488",5,5920.29,17
"11488",6,3346.06,7
"11488",7,1735.55,9
"11504",1,714.24,4
"11504",2,466.66,2
"11505",3,900.43,8
"11505",4,330.69,2
"11505",5,780.11,6
"11505",6,354.24,4
"11506",1,14546.81,43
"11506",2,3292.65,19
"11506",3,5307.20,34
"11506",4,6058.00,35
"11506",5,7864.11,29
"11506",6,4230.13,26
"11506",7,5499.63,32
"11506",12,562.19,4
"11507",7,539.00,1
"11510",3,604.16,1
"11510",4,1427.95,2
"11510",5,131.47,1
"11510",7,438.82,2
"11514",1,3024.14,9
"11514",2,1316.37,8
"11514",3,16263.98,8
"11514",4,2457.85,11
"11514",5,1242.59,7
"11514",6,2250.48,10
"11514",7,2433.66,12
"11517",3,712.21,4
"11517",4,125.79,1
"11518",1,51289.03,269
"11518",2,14676.25,55
"11518",3,54258.18,225
"11518",4,27232.90,153
"11518",5,23990.57,135
"11518",6,36892.41,168
"11518",7,32374.73,194
"11524",1,3126.75,13
"11524",2,4396.93,14
"11524",3,4187.37,21
"11524",4,4309.20,13
"11524",5,10206.09,20
"11524",6,3777.85,21
"11524",7,3728.74,23
"11528",1,653.75,3
"11533",1,3262.86,20
"11533",2,1094.88,7
"11533",3,6458.12,49
"11533",4,5433.73,39
"11533",5,5060.47,31
"11533",6,6765.78,44
"11533",7,6742.31,47
"11535",2,82.88,1
"11535",3,109.24,1
"11535",4,121.27,1
"11535",5,110.58,1
"11535",6,115.08,1
"11536",5,82.34,1
"11536",7,100.52,1
"11542",1,1178.35,4
"11542",2,1245.87,3
"11542",3,3016.34,16
"11542",4,1762.96,16
"11542",5,1669.08,7
"11542",6,2624.12,12
"11542",7,4544.68,6
"11545",1,2546.24,2
"11545",3,197.90,1
"11555",1,10148.27,16
"11555",2,6335.79,10
"11555",3,10971.80,23
"11555",4,6844.97,15
"11555",5,4382.98,12
"11555",6,4087.15,17
"11555",7,4641.93,17
"11564",1,4460.63,19
"11564",2,1343.75,10
"11564",3,2446.08,15
"11564",4,2268.29,12
"11564",5,827.24,6
"11564",6,1120.70,8
"11564",7,2247.46,9
"11564",12,207.90,1
"11566",1,6136.71,41
"11566",2,3173.12,42
"11566",3,8523.56,75
"11566",4,1415.38,15
"11566",5,3085.14,37
"11566",6,3205.65,31
"11566",7,5465.64,62
"11567",1,28823.88,37
"11567",2,14447.86,38
"11567",3,25255.98,52
"11567",4,20637.62,49
"11567",5,39183.73,54
"11567",6,25432.63,44
"11567",7,14425.44,47
"11572",1,13202.03,8
"11572",2,2766.88,8
"11572",3,5626.69,14
"11572",4,9525.97,11
"11572",5,473.04,3
"11572",6,5671.79,9
"11572",7,1541.29,6
"11573",2,292.02,2
"11581",1,106241.29,312
"11581",2,39440.43,128
"11581",3,83525.14,328
"11581",4,65474.62,298
"11581",5,50391.61,221
"11581",6,55214.83,213
"11581",7,45759.40,230
"11586",1,965.41,5
"11586",2,235.99,2
"11586",3,1084.51,8
"11586",4,1577.08,8
"11586",5,359.19,3
"11586",6,683.96,3
"11586",7,324.17,1
"11595",1,28862.57,173
"11595",12,6064.20,35
"11613",1,4273.58,7
"11613",2,484.97,3
"11613",3,6139.04,8
"11613",4,3240.62,15
"11613",5,3705.65,12
"11613",6,3033.37,8
"11613",7,2237.91,10
"11621",1,1313.48,5
"11621",2,196.58,2
"11621",3,738.11,5
"11621",4,523.05,3
"11621",5,274.47,2
"11621",6,1359.71,7
"11621",7,920.63,4
"11623",1,16556.34,39
"11623",2,7747.59,9
"11623",3,16326.64,40
"11623",4,17839.74,48
"11623",5,9062.99,20
"11623",6,12044.09,30
"11623",7,17759.04,40
"11625",1,1496.88,5
"11625",3,1548.48,3
"11625",4,7572.32,14
"11626",1,1140.22,2
"11626",2,662.14,2
"11627",1,4994.41,1
"11627",2,1923.84,2
"11627",3,1695.92,1
"11627",5,764.25,1
"11627",6,2897.19,4
"11627",7,1803.57,6
"11631",1,12981.61,27
"11631",2,7047.65,16
"11631",3,17434.62,66
"11631",4,23014.55,70
"11631",5,12240.40,56
"11631",6,18005.86,72
"11631",7,9735.82,36
"11632",1,3576.10,19
"11632",2,2641.58,15
"11632",3,16618.31,64
"11632",4,3867.27,22
"11632",5,1794.00,10
"11632",6,4065.30,14
"11632",7,2866.88,19
"11634",1,13327.73,24
"11634",2,6481.17,7
"11634",3,7229.64,20
"11634",4,2458.47,10
"11634",5,7055.47,12
"11634",6,122.13,1
"11634",7,2420.84,8
"11635",2,83.72,1
"11635",3,1133.11,4
"11637",3,2154.97,9
"11637",4,1945.05,13
"11637",5,397.97,3
"11641",1,3638.84,3
"11641",2,362.87,3
"11641",4,258.86,1
"11641",6,357.64,2
"11641",7,125.49,1
"11643",1,1299.04,6
"11643",2,23399.71,3
"11643",3,821.94,7
"11643",4,1226.95,3
"11643",5,222.40,2
"11643",6,2728.20,6
"11643",7,366.92,3
"11645",4,804.10,1
"11645",7,724.38,1
"11651",1,15648.25,46
"11651",2,4370.37,23
"11651",3,12655.66,36
"11651",4,9883.36,51
"11651",5,2893.49,24
"11651",6,4272.50,25
"11651",7,10652.82,40
"11655",2,1380.15,8
"11655",3,8237.09,40
"11655",4,12857.87,60
"11655",5,10104.07,60
"11655",6,13050.00,68
"11655",7,6803.46,48
"11656",1,779.01,7
"11656",3,271.34,2
"11656",5,562.08,4
"11656",6,124.78,1
"11658",1,882.04,7
"11658",2,746.53,5
"11658",3,491.35,4
"11660",1,134.04,1
"11660",2,1561.83,3
"11660",3,1520.36,9
"11666",4,1424.84,1
"11666",5,265.42,1
"11666",6,416.74,2
"11668",1,196.78,1
"11668",3,178.58,1
"11674",3,211.01,1
"11675",1,2655.42,5
"11675",2,609.55,4
"11675",3,278.79,1
"11675",4,3571.09,9
"11675",5,6668.09,8
"11675",6,1855.40,3
"11675",7,1561.20,7
"11678",2,343.78,2
"11678",3,150.43,2
"11678",4,892.16,4
"11678",5,478.68,4
"11679",1,8865.07,37
"11679",2,1691.12,8
"11679",3,16230.57,70
"11679",4,13878.49,50
"11679",5,6774.86,33
"11679",6,4428.11,31
"11679",7,13193.46,46
"11684",1,74.89,1
"11684",2,3024.85,4
"11684",3,520.18,4
"11684",4,1893.98,2
"11684",5,2738.96,2
"11684",6,449.37,3
"11684",7,470.18,3
"11685",1,18293.28,22
"11685",2,5356.76,9
"11685",3,9701.79,14
"11685",4,5142.63,10
"11685",5,16516.86,14
"11685",6,10008.44,12
"11685",7,8816.07,18
"11690",2,12229.79,68
"11690",3,21380.97,115
"11690",4,3572.66,24
"11690",5,2203.05,18
"11690",6,2638.64,15
"11690",7,1534.72,15
"11693",1,426.37,2
"11693",3,568.94,2
"11693",4,285.08,1
"11694",1,11992.61,27
"11694",2,2413.17,9
"11694",3,2927.76,11
"11694",4,1610.73,11
"11694",5,2644.19,13
"11694",6,1583.05,9
"11694",7,1638.62,6
"11694",12,146.83,1
"11699",1,12569.88,91
"11699",2,7783.31,62
"11699",3,25694.38,156
"11699",4,26335.19,169
"11699",5,18771.24,113
"11699",6,12923.87,84
"11699",7,15751.80,101
"11699",12,554.15,3
"11700",1,10700.19,32
"11700",2,3692.92,14
"11700",3,6904.00,29
"11700",4,851.40,4
"11700",5,5277.66,16
"11700",6,1146.02,7
"11700",7,2351.69,11
"11702",5,841.28,9
"11703",1,13976.74,50
"11703",2,8876.70,52
"11703",3,100.38,1
"11703",5,119.72,1
"11703",12,539.60,3
"11704",2,670.35,1
"11704",7,256.14,1
"11705",1,30969.73,122
"11705",2,12849.79,64
"11705",3,19080.06,104
"11705",4,22218.12,118
"11705",5,21115.16,115
"11705",6,26959.14,127
"11705",7,23706.60,156
"11705",12,303.19,2
"11707",4,462.31,1
"11707",7,840.76,1
"11708",1,20774.89,54
"11708",2,18087.63,53
"11708",3,22401.98,87
"11708",4,26459.06,99
"11708",5,16726.80,80
"11708",6,28963.95,84
"11708",7,29697.46,102
"11710",1,731.84,5
"11710",2,253.97,2
"11710",3,225.20,2
"11716",1,8260.82,11
"11716",2,803.34,3
"11716",3,1261.14,8
"11716",4,8468.26,8
"11716",5,818.82,4
"11716",6,1129.97,6
"11716",7,10980.77,7
"11717",1,7687.27,17
"11717",2,8575.10,12
"11717",3,7505.41,22
"11717",4,11802.30,20
"11717",5,25948.00,29
"11717",6,21079.41,22
"11717",7,9793.10,31
"11718",2,504.34,2
"11718",3,106.59,1
"11719",1,2006.91,2
"11719",2,373.64,1
"11719",3,611.41,3
"11719",4,120.56,1
"11719",6,119.36,1
"11719",7,335.63,2
"11722",1,87599.81,245
"11722",2,53007.04,155
"11722",3,74458.72,300
"11722",4,103279.89,482
"11722",5,95616.95,457
"11722",6,151462.07,528
"11722",7,171774.22,794
"11723",1,39.59,1
"11723",5,34.46,1
"11727",1,2868.96,13
"11727",2,7499.10,12
"11727",3,5212.92,28
"11727",4,9940.18,26
"11727",5,5964.34,15
"11727",6,2878.10,11
"11727",7,2241.50,12
"11728",1,2682.21,12
"11728",2,7595.24,4
"11728",3,2145.52,12
"11728",4,4167.21,18
"11728",5,1998.11,14
"11728",6,2032.51,13
"11728",7,2201.31,8
"11729",1,6843.22,38
"11729",2,11459.01,36
"11729",3,92679.01,313
"11729",4,45852.49,161
"11729",5,44865.47,148
"11729",6,37367.15,161
"11729",7,52953.60,195
"11733",1,3293.71,6
"11733",2,3587.99,4
"11733",3,4048.26,9
"11733",4,8407.18,5
"11733",5,16893.49,7
"11733",6,8559.88,18
"11733",7,5783.50,8
"11735",2,5876.44,39
"11735",3,20452.60,67
"11735",4,11535.70,55
"11735",5,19632.75,76
"11735",6,15851.85,86
"11735",7,24306.46,116
"11737",2,65.76,1
"11737",3,1382.43,1
"11737",4,2671.84,9
"11737",5,1655.06,2
"11737",6,102.31,1
"11740",1,9473.52,26
"11740",2,4031.13,17
"11740",3,15927.72,65
"11740",4,12366.21,72
"11740",5,1704.23,2
"11740",6,8709.09,57
"11740",7,10122.96,57
"11741",4,98.01,1
"11742",1,10985.22,44
"11742",2,4201.03,20
"11742",3,9345.45,55
"11742",4,5999.01,36
"11742",5,4486.65,25
"11742",6,4363.57,24
"11742",7,5079.27,25
"11745",1,520.69,4
"11747",1,137430.62,706
"11747",2,81272.19,529
"11747",3,150966.55,860
"11747",4,137622.32,853
"11747",5,126611.21,745
"11747",6,113033.57,664
"11747",7,137493.58,845
"11747",12,11016.58,53
"11749",1,21328.83,89
"11749",2,8834.14,41
"11749",3,17270.52,80
"11749",4,23184.49,80
"11749",5,18495.42,74
"11749",6,15632.11,60
"11749",7,12018.54,65
"11751",5,105.43,1
"11752",1,237.13,1
"11754",5,83.99,1
"11756",1,608.93,3
"11759",1,412.96,2
"11759",2,917.58,2
"11759",3,276.63,1
"11759",4,4244.10,12
"11759",5,2758.99,5
"11759",6,1101.30,3
"11759",7,2660.55,5
"11761",3,1598.75,2
"11765",1,154830.98,767
"11765",2,121605.33,803
"11765",3,213100.76,1299
"11765",4,172726.33,1112
"11765",5,156754.49,981
"11765",6,168849.03,1146
"11765",7,252741.81,1531
"11765",12,336.31,3
"11772",1,7607.91,22
"11772",2,3385.71,19
"11772",3,7799.40,27
"11772",4,8666.84,26
"11772",5,8255.82,19
"11772",6,5005.58,29
"11772",12,717.59,4
"11776",1,159135.92,392
"11776",2,85484.33,308
"11776",3,120512.00,517
"11776",4,150492.39,582
"11776",5,109899.12,573
"11776",6,122980.14,592
"11776",7,141187.85,672
"11776",12,904.48,4
"11787",1,3907.61,19
"11787",2,453.44,4
"11787",3,2395.95,20
"11787",4,2330.92,20
"11787",5,1981.74,16
"11787",6,2103.27,17
"11787",7,2069.13,17
"11789",4,365.27,2
"11790",1,988.16,4
"11790",2,102.55,1
"11790",3,784.05,5
"11790",5,808.21,4
"11790",7,299.97,2
"11793",3,2309.12,6
"11795",1,2996.57,10
"11795",2,4462.16,7
"11795",3,1077.67,8
"11795",4,1586.57,9
"11795",5,928.89,8
"11795",6,1437.32,11
"11795",7,1378.58,11
"11800",3,83.02,1
"11800",4,161.03,1
"11800",5,226.38,3
"11800",6,603.09,2
"11800",7,1088.01,4
"11805",1,6662.27,8
"11805",3,256.09,2
"11805",4,953.87,3
"11805",5,1735.29,4
"11805",6,3791.09,12
"11805",7,876.26,5
"11807",1,20559.75,61
"11807",2,5628.20,18
"11807",3,20383.07,49
"11807",4,8241.31,46
"11807",5,16433.18,40
"11807",6,9631.56,46
"11807",7,15018.70,59
"11808",4,308.01,1
"11817",1,140712.94,390
"11817",2,98792.23,260
"11817",3,181245.34,543
"11817",4,154548.00,544
"11817",5,154937.34,474
"11817",6,125702.82,544
"11817",7,185354.36,581
"11817",12,169.47,1
"11818",1,26568.70,179
"11818",2,14582.45,108
"11818",3,25397.75,128
"11818",4,9693.67,70
"11818",5,6373.66,49
"11818",6,7449.41,36
"11818",7,6383.03,35
"11818",12,392.25,3
"11820",1,2735.81,1
"11821",1,2816.86,1
"11821",3,136.97,2
"11821",4,727.95,1
"11821",7,102.09,1
"11822",1,1680.19,3
"11822",2,2134.95,13
"11822",3,5606.98,26
"11822",4,1430.86,9
"11822",5,246.65,3
"11830",1,35271.55,281
"11830",2,28713.76,242
"11830",3,13880.17,118
"11831",1,391.57,2
"11831",2,211.15,1
"11831",3,167.42,1
"11831",4,292.50,2
"11831",5,202.89,2
"11831",7,354.79,2
"11835",3,3179.46,1
"11835",6,679.70,1
"11839",1,1651.65,16
"11839",2,263.30,3
"11839",3,97.79,1
"11840",1,6469.00,18
"11841",2,16266.98,75
"11841",3,20551.80,122
"11841",4,25148.40,172
"11841",5,25580.60,160
"11841",6,36236.60,229
"11841",7,32745.20,226
"11846",2,230.53,1
"11846",3,510.68,3
"11846",4,185.48,2
"11846",5,10518.73,2
"11846",6,662.76,1
"11846",7,375.54,2
"11855",1,1640.71,5
"11855",2,518.51,3
"11855",4,4059.43,7
"11855",5,2556.63,11
"11855",6,2223.37,9
"11855",7,483.17,2
"11856",6,2455.56,5
"11858",1,996.44,6
"11858",2,11176.27,15
"11858",3,22069.11,43
"11858",4,33203.64,52
"11858",5,10121.80,40
"11858",6,13978.15,44
"11858",7,19468.94,62
"11863",1,1938.38,10
"11863",2,1223.60,10
"11863",3,9850.06,16
"11863",4,2809.84,16
"11863",5,4091.97,18
"11863",6,2085.69,15
"11863",7,2634.04,20
"11863",12,105.43,1
"11864",1,117763.96,453
"11864",2,149704.81,833
"11864",3,630231.31,3740
"11864",4,574382.12,3711
"11864",5,561622.60,3461
"11864",6,506489.19,3410
"11864",7,629814.97,4091
"11866",1,5901.36,13
"11866",2,4420.65,13
"11866",3,5341.56,19
"11866",4,1513.45,9
"11866",5,1991.18,7
"11866",6,3016.93,17
"11866",7,5857.67,32
"11867",1,25198.19,7
"11867",2,938.00,3
"11867",3,815.21,3
"11867",4,1128.90,7
"11867",5,796.35,2
"11867",6,1749.24,8
"11867",7,720.88,3
"11870",1,389.15,1
"11874",1,805.37,7
"11874",2,416.10,3
"11874",3,1025.30,9
"11874",4,628.30,7
"11874",6,182.93,2
"11874",7,630.93,2
"11877",1,3569.26,13
"11877",2,668.29,4
"11877",3,1619.97,8
"11877",4,2618.17,7
"11877",5,345.52,3
"11877",6,1426.35,5
"11877",7,2048.55,4
"11879",1,9001.81,44
"11879",2,7928.43,51
"11879",3,38472.29,273
"11879",4,7689.25,52
"11879",5,8005.71,51
"11879",6,9905.89,54
"11879",7,4385.47,33
"11884",1,21962.43,65
"11884",2,10619.98,38
"11884",3,21245.05,86
"11884",4,18186.21,77
"11884",5,12215.59,46
"11884",6,15830.60,72
"11884",7,12575.02,63
"11886",1,315.28,1
"11889",1,11131.24,36
"11889",2,16850.09,70
"11889",3,29088.67,122
"11889",4,26742.55,140
"11889",5,33900.45,146
"11889",6,34611.55,152
"11889",7,30835.57,162
"11890",1,2207.59,9
"11890",5,211.84,1
"11892",1,10333.01,34
"11892",2,2689.68,16
"11892",3,5054.17,35
"11892",4,11551.31,50
"11892",5,5807.75,34
"11892",6,215.78,2
"11892",7,8164.27,33
"11894",1,432.75,1
"11895",2,472.47,3
"11895",3,1910.67,12
"11895",4,6900.94,19
"11895",5,3442.83,22
"11895",6,3644.22,16
"11895",7,1811.55,14
"11896",1,1031.74,6
"11896",2,131.44,1
"11898",1,54.92,1
"11901",1,4293.64,11
"11901",2,117.34,1
"11901",4,245.35,2
"11901",6,593.42,1
"11902",3,1539.29,8
"11902",4,2895.27,20
"11902",5,4144.61,28
"11902",6,5667.00,29
"11902",7,16842.96,56
"11906",2,623.85,1
"11910",1,1038.99,3
"11910",2,9896.29,10
"11910",3,3346.10,10
"11910",4,2825.02,12
"11910",5,1674.02,10
"11910",6,1676.36,13
"11910",7,2515.42,18
"11913",1,8576.00,16
"11913",2,12642.96,22
"11913",3,12538.86,57
"11913",4,14714.04,45
"11913",5,14559.79,38
"11913",6,16761.95,58
"11913",7,15636.27,66
"11914",2,3104.45,3
"11914",3,3755.32,7
"11914",4,127.36,1
"11914",5,427.50,1
"11914",6,96.97,1
"11914",7,650.95,2
"11915",2,850.07,3
"11915",3,5618.17,5
"11915",4,2501.33,5
"11915",5,1624.46,2
"11915",6,2384.22,3
"11915",7,1925.66,4
"11919",1,1209.09,8
"11919",2,160.45,1
"11919",3,2287.63,12
"11919",4,511.22,5
"11919",5,502.67,4
"11919",6,178.13,1
"11919",7,171.06,2
"11922",1,1287.20,7
"11922",2,1009.03,6
"11922",3,1998.19,8
"11922",4,251.93,2
"11922",5,112.99,1
"11922",6,2287.00,17
"11922",7,2728.30,19
"11923",1,242.27,1
"11923",2,410.81,2
"11923",3,858.46,3
"11927",3,2868.68,3
"11927",5,853.40,3
"11927",6,852.42,2
"11928",1,15786.51,3
"11928",5,9366.21,56
"11928",6,9357.48,55
"11928",7,8521.40,59
"11931",2,987.14,6
"11931",3,1943.25,11
"11931",4,3247.81,12
"11931",5,1275.06,8
"11931",6,1300.02,7
"11931",7,4995.15,12
"11932",2,6706.45,15
"11932",3,19718.81,50
"11932",4,10965.52,45
"11932",5,9742.70,31
"11932",6,5910.93,27
"11932",7,6762.74,31
"11933",2,10590.37,5
"11933",3,5820.52,11
"11933",4,2547.64,10
"11933",5,26100.57,44
"11933",6,2227.88,13
"11933",7,3491.98,5
"11936",1,2325.85,13
"11936",2,2381.56,11
"11936",3,17990.13,82
"11936",4,21578.31,110
"11936",5,16698.43,71
"11936",6,3444.65,19
"11936",7,4231.70,24
"11937",3,214.53,1
"11937",5,215.36,1
"11938",1,122.56,1
"11938",2,577.73,2
"11938",3,2963.80,7
"11938",4,1623.00,7
"11938",5,509.07,5
"11938",6,634.07,4
"11938",7,1950.47,5
"11939",2,750.23,4
"11940",3,2569.94,1
"11940",4,573.08,1
"11942",2,688.55,1
"11942",4,1666.11,11
"11942",7,143.07,1
"11943",1,230.54,1
"11943",2,331.39,3
"11943",3,440.54,4
"11943",4,297.91,2
"11943",5,657.35,3
"11943",6,121.39,1
"11943",7,300.45,3
"11946",1,1554.53,10
"11946",2,264.83,2
"11946",3,170.57,1
"11946",4,160.53,1
"11946",5,241.64,1
"11948",2,6181.42,33
"11948",3,17388.20,95
"11948",4,28603.25,113
"11948",5,12023.46,40
"11948",6,21317.21,122
"11948",7,24263.35,118
"11952",1,1989.74,6
"11952",2,3214.35,6
"11952",3,4888.06,8
"11952",4,3445.90,11
"11952",5,2379.84,8
"11952",6,3714.36,11
"11952",7,14153.94,26
"11954",1,318.86,2
"11955",1,91.57,1
"11955",3,1209.12,1
"11955",4,1494.01,1
"11955",5,1195.18,1
"11955",6,271.06,1
"11955",7,11620.11,4
"11956",5,1857.06,6
"11956",6,631.96,3
"11956",7,1265.47,6
"11957",1,4154.87,13
"11957",2,1464.78,4
"11957",3,4712.87,20
"11957",4,8260.50,30
"11957",5,4238.49,18
"11957",6,4231.08,21
"11957",7,9216.22,29
"11959",1,10348.28,83
"11959",2,13659.69,96
"11959",3,22629.82,147
"11959",4,14834.78,143
"11959",5,21514.03,157
"11959",6,25516.89,188
"11959",7,13013.83,96
"11960",1,1080.75,5
"11960",2,4376.47,8
"11960",3,830.97,4
"11960",4,1480.27,5
"11960",5,1120.72,3
"11960",6,1842.32,4
"11960",7,7581.25,29
"11965",3,358.01,2
"11965",4,348.22,3
"11965",5,205.08,2
"11965",6,87.28,1
"11966",4,208.16,1
"11966",7,218.64,2
"11968",1,3888.56,6
"11968",2,6467.63,10
"11968",3,8551.39,31
"11968",4,10997.70,34
"11968",5,7522.64,19
"11968",6,5389.10,21
"11968",7,5739.61,18
"11969",5,797.52,3
"11969",6,359.39,3
"11969",7,121.45,1
"11970",1,807.82,6
"11971",2,58.86,1
"11971",3,264.71,2
"11971",5,45.45,1
"11974",1,150.67,1
"11974",2,275.96,3
"11974",3,3052.46,9
"11974",4,1461.65,10
"11974",5,318.96,3
"11978",2,600.90,1
"11978",3,525.45,3
"11978",4,1948.76,4
"11978",5,2950.27,3
"11978",6,1256.36,7
"11978",7,1800.08,6
"11979",1,4859.92,17
"11979",2,2047.90,15
"11979",3,826.59,6
"11979",4,596.35,4
"11980",3,732.63,5
"11980",4,527.50,1
"11980",5,445.66,3
"11980",6,851.36,3
"11982",1,222.14,2
"11982",2,16937.56,130
"11982",3,71896.10,512
"11982",4,6744.62,29
"11982",5,16261.79,105
"11982",6,2689.75,21
"11982",7,17429.52,74
"11984",3,269.91,1
"11985",2,8937.81,15
"11985",3,3393.70,14
"11985",4,6325.40,14
"11985",5,1152.18,8
"11985",6,2481.33,13
"11985",7,1497.32,11
"11990",3,155.91,1
"11990",4,151.51,1
"11990",5,275.77,2
"11990",6,217.92,1
"11990",7,11931.32,1
"11992",2,6016.62,19
"11992",3,8378.90,46
"11992",4,13206.61,48
"11992",5,30101.49,70
"11992",6,35270.41,90
"11992",7,25055.80,90
"11993",2,111.12,1
"11993",3,412.36,1
"11993",4,1464.08,9
"11993",5,420.55,3
"11993",6,328.59,2
"11993",7,314.64,2
"11995",2,116.71,1
"11995",3,76.81,1
"11995",4,129.22,1
"11997",4,9411.47,4
"11997",6,767.30,2
"11997",7,442.82,2
"12003",2,176.27,1
"12005",2,94.59,1
"12005",3,2238.16,3
"12007",3,5851.93,20
"12007",4,188.01,1
"12007",6,5641.16,9
"12008",2,323.59,2
"12008",3,1352.91,7
"12008",4,549.23,6
"12011",3,2327.48,7
"12011",4,286.14,5
"12013",2,2143.67,2
"12014",2,14205.69,44
"12014",3,225.21,1
"12014",4,15617.43,85
"12014",5,12098.90,79
"12014",6,710.66,6
"12014",7,14595.85,80
"12016",2,107.59,1
"12016",3,973.03,4
"12016",4,1161.38,5
"12016",5,860.74,2
"12016",7,120.88,1
"12017",2,29857.47,207
"12017",3,10353.81,73
"12017",5,31659.10,202
"12017",6,50282.59,271
"12017",7,102747.16,629
"12018",2,1574.28,13
"12018",3,2910.51,21
"12018",4,5220.18,27
"12018",5,1277.39,11
"12018",6,3357.24,22
"12018",7,5686.72,36
"12019",3,11167.41,85
"12019",4,13177.92,99
"12019",5,2632.21,27
"12019",6,62415.71,459
"12019",7,82726.88,583
"12021",6,2970.83,11
"12021",7,1929.45,10
"12022",2,1088.37,1
"12022",4,974.63,1
"12022",5,409.32,1
"12022",6,1963.98,1
"12022",7,253.24,1
"12023",2,336.74,1
"12023",4,477.89,4
"12023",5,277.87,2
"12023",6,339.55,2
"12023",7,120.66,1
"12024",3,6988.77,42
"12024",4,10031.96,77
"12024",5,14013.01,93
"12024",6,9335.34,72
"12024",7,13069.67,92
"12025",2,4600.87,32
"12025",3,15593.58,80
"12025",4,17203.93,71
"12025",5,13624.25,57
"12025",6,13999.95,62
"12025",7,16728.75,81
"12026",3,31609.84,190
"12026",4,20375.57,148
"12026",5,14147.90,109
"12026",6,13920.39,107
"12026",7,19467.18,144
"12030",2,237.66,1
"12030",3,13974.58,17
"12030",4,9723.62,20
"12030",5,2772.27,12
"12030",6,2565.15,10
"12030",7,10714.47,16
"12035",2,3352.02,18
"12035",3,8423.94,35
"12035",4,6208.08,27
"12035",5,1386.89,8
"12035",6,2367.18,7
"12035",7,7440.80,24
"12037",4,793.48,6
"12038",2,723.38,5
"12038",3,2741.29,11
"12038",4,1077.95,7
"12038",5,3088.86,9
"12038",6,8426.27,13
"12038",7,1015.21,6
"12040",3,183.64,1
"12041",2,1085.35,5
"12041",3,440.26,3
"12041",4,466.58,2
"12041",5,458.42,4
"12041",6,1263.21,5
"12041",7,1517.60,5
"12042",2,6179.55,35
"12042",3,9916.25,55
"12042",4,10734.23,64
"12042",5,5767.48,36
"12042",6,10696.01,56
"12042",7,11405.89,60
"12045",2,713.15,1
"12045",3,653.40,5
"12045",4,2101.98,7
"12045",5,239.38,2
"12045",6,1180.82,5
"12045",7,488.17,3
"12047",2,5221.36,7
"12047",3,44625.46,82
"12047",4,19832.41,117
"12047",5,30527.85,104
"12047",6,37426.68,121
"12047",7,26790.36,130
"12048",2,387.36,2
"12048",3,132.65,1
"12048",4,352.63,2
"12049",2,10856.83,68
"12049",3,16035.61,116
"12049",4,14398.94,112
"12049",5,9364.83,66
"12049",6,5567.70,39
"12049",7,14137.84,89
"12050",2,18222.44,58
"12050",3,16806.24,108
"12050",4,23909.15,101
